Kanji|JLPT-test|GPT-PT-BR|word1|reading1|translation1|word2|reading2|translation2|word3|reading3|translation3
伸|2|Estender, Alongar|伸びる|のびる|esticar|伸ばす|のばす|alongar|伸縮|しんしゅく|expansão e contração
臣|2|Súdito, Ministro|臣下|しんか|súdito|大臣|だいじん|ministro|臣民|しんみん|cidadão
芯|0|Núcleo, Coração|芯材|しんざい|material do núcleo|芯棒|しんぼう|haste central|芯線|しんせん|fio central
身|3|Corpo|身体|しんたい|corpo|身分|みぶん|estatus|身近|みぢか|próximo
辛|2|Pimenta, Amargo|辛い|からい|picante|辛さ|からさ|nível de picância|辛口|からくち|seco (vinho)
侵|1|Invasão|侵入|しんにゅう|invasão|侵害|しんがい|violação|侵食|しんしょく|erosão
信|3|Fé, Confiança|信頼|しんらい|confiança|信用|しんよう|crédito|信号|しんごう|semaforo
津|1|Porto|津波|つなみ|tsunami|港津|みなとつ|porto|津泊|つどまり|estadia em porto
神|3|Deus, divindade|神社|じんじゃ|santuário xintoísta|神秘|しんぴ|mistério|神様|かみさま|Senhor, Deus
唇|1|Lábios|唇|くちびる|lábio|上下唇|じょうかくちびる|lábios superior e inferior|唇紅|しんこう|batom
娠|1|Gravidez|妊娠|にんしん|gravidez|出産|しゅっさん|parto|妊婦|にんぷ|gestante
振|1|Vibrar, Agitar|振り|ふり|movimento|振る|ふる|agitar|振り返る|ふりかえる|relembrar
浸|1|Imersão|浸水|しんすい|inundação|浸透|しんとう|penetrar|浸す|ひたす|mergulhar
真|4|Verdadeiro|真実|しんじつ|verdade|真剣|しんけん|sério|真っ白|まっしろ|branco puro
針|2|Agulha|針金|はりがね|arame|針刺し|はりさし|almofada de agulhas|針穴|はりあな|buraco da agulha
深|3|Profundo|深い|ふかい|profundo|深海|しんかい|profundidade do mar|深刻|しんこく|grave
紳|1|Cavalheiro|紳士|しんし|cavalheiro|紳士録|しんしろく|registro de cavalheiros|紳士服|しんしふく|roupa de cavalheiro
進|3|Avançar, Progredir|進行|しんこう|progresso|進学|しんがく|avançar para a escola|進展|しんてん|desenvolvimento
森|3|Floresta|森林|しんりん|floresta|森の中|もりのなか|dentro da floresta|森吉山|もりよしやま|montanha Moriyoshi
診|1|Diagnóstico, exame|診断|しんだん|diagnóstico|診察|しんさつ|exame|診療|しんりょう|tratamento
寝|3|Dormir, deitar|寝室|しんしつ|quarto de dormir|寝る|ねる|dormir|寝具|しんぐ|roupa de cama
慎|1|Cuidado, Prudente|慎重|しんちょう|cauteloso|慎み|つつしみ|modéstia|慎ましい|つつましい|humilde
新|4|Novo|新年|しんねん|Ano Novo|新しい|あたらしい|Novo|新製品|しんせいひん|Novo produto
審|1|Julgamento|審査|しんさ|avaliação|審議|しんぎ|deliberação|審判|しんぱん|árbitro
震|2|Tremor|震度|しんど|intensidade do tremor|震える|ふるえる|tremer|震災|しんさい|desastre sísmico
薪|1|Lenha|薪割り|まきわり|corte da lenha|薪集め|まきあつめ|coleta de lenha|薪火|まきび|fogo de lenha
親|4|Pai, Mãe|親切|しんせつ|gentileza|親友|しんゆう|melhor amigo|親子|おやこ|pai e filho
人|5|Pessoa, Ser humano|人間|にんげん|ser humano|人気|にんき|popularidade|人々|ひとびと|pessoas
刃|1|Faca, lâmina|刃物|はもに|faca, instrumento cortante|刃先|はさき|ponta da lâmina|刀刃|とうじん|lâmina da espada
仁|1|Bondade|仁義|じんぎ|benevolência|仁愛|じんあい|amor altruísta|仁者|じんしゃ|pessoa bondosa
尽|1| finir, esgotar|尽力|じんりょく|esforço|尽きる|つきる|terminar|尽くす|つくす|dar tudo
迅|1|Rápido|迅速|じんそく|rápido, ágil|迅速な対応|じんそくなたいおう|resposta rápida|迅行|じんこう|ação rápida
甚|1|Extremo, muito|甚大|じんだい|enorme|甚振|ひどぶり|muito grave|甚だ|はなはだ|extremamente
陣|1|Exército, Formação|陣地|じんち|posição militar|布陣|ふじん|disposição de tropas|出陣|しゅつじん|saída para a batalha
尋|1|Perguntar, Buscar|尋ねる|たずねる|perguntar|尋問|じんもん|interrogatório|尋常|じんじょう|comum
腎|0|Rim|腎臓|じんぞう|rim|腎炎|じんえん|nefrite|腎機能|じんきのう|função renal
須|1|Necessário|必要|ひつよう|necessário|須賀|すが|Suga (sobrenome)|須臾|しゅゆ|breve momento
図|4|Diagrama, Ilustração|図書館|としょかん|biblioteca|図面|ずめん|desenho técnico|図表|ずひょう|tabela
水|5|Água|水曜日|すいようび|quarta-feira|水族館|すいぞくかん|aquário|水分|すいぶん|umidade
吹|3|Soprar|吹雪|ふぶき|nevasca|吹奏|すいそう|executar (música)|吹く|ふく|soprar
垂|1|Pendurar|垂れ幕|たれまく|banner pendurado|垂直|すいちょく|vertical|垂れる|たれる|pingar
炊|1|Cozinhar|炊飯|すいはん|cozimento de arroz|炊き込みご飯|たきこみごはん|arroz cozido com ingredientes|炊く|たく|cozinhar (arroz)
帥|1|Líder, Comandante|帥気|すいき|caráter de líder|帥師|すいし|general|将帥|しょうすい|comandante
粋|1|Elegância, Estilo|粋な|いきな|estiloso|粋を感じる|いきをかんじる|sentir a elegância|粋な男|いきなおとこ|homem elegante
衰|1|Declínio|衰退|すいたい|declínio|衰え|おとろえ|fraqueza|衰弱|すいじゃく|debilidade
推|1|Sugerir, Recomendar|推理|すいり|racínio|推奨|すいしょう|recomendação|推測|すいそく|suposição
酔|1|Bêbado, embriagado|酔っ払う|よっぱらう|ficar bêbado|酔い|よい|embriaguez|酔わせる|よわせる|fazer alguém ficar bêbado
遂|1|Realizar, Completar|遂げる|とげる|realizar|遂行|すいこう|execução|成遂|せいすい|conclusão
睡|1|Dormir, Sono|睡眠|すいみん|sono|入睡|にゅうすい|adormecer|熟睡|じゅくすい|sono profundo
穂|1|Espiga, Grão|穂先|ほさき|ponta da espiga|穂稔|ほみのり|formação de grãos|穂刈り|ほがり|colheita da espiga
随|1|Contemplar, Seguir|随意|ずいい|à vontade|随伴|ずいはん|acompanhar|随時|ずいじ|sempre que necessário
髄|1|Medula|髄液|ずいえき|líquido cerebral|髄膜|ずいまく|meninge|髄腔|ずいこう|cavidade medular
枢|1|Eixo, Núcleo|枢密|すうみつ|confidencial|枢機|すうき|cardeal|枢軸|すうじく|eixo
崇|1|Respeito, Reverência|崇高|すうこう|exaltado|崇拝|すうはい|adorar|崇敬|すうけい|veneração
数|3|Número|数え方|かぞえかた|método de contagem|数学|すうがく|matemática|数字|すうじ|dígito
据|1|Apoio, Fixação|据える|すえる|fixar|据わる|すわる|estar fixo|据置|すえおき|estacionamento
杉|1|Cedro|杉の木|すぎのき|madeira de cedro|杉材|すぎざい|madeira de cedro (material)|杉林|すぎばやし|floresta de cedros
裾|0|Bordas, Aberturas|裾野|すその|pendente|裾上げ|すそあげ|ajuste de barra|裾丈|すそたけ|comprimento da barra
寸|1|Polegada|寸法|すんぽう|dimensões|寸前|すんぜん|pouco antes|寸劇|すんげき|sketch curto
瀬|1|Cachoeira, Riacho|急瀬|きゅうせ|cachoeira rápida|瀬戸|せと|estreito (de água)|瀬川|せがわ|rio das corredeiras
是|1|Ser, ser assim|是非|ぜひ|de qualquer forma|是認|ぜにん|aprovação|是非とも|ぜひとも|sem falta
井|1|Poço|井戸|いど|poço|井上|いのうえ|Inoue (sobrenome)|井桁|いげた|grade (de paletes)
世|4|Mundo, Sociedade|世界|せかい|mundo|世代|せだい|geração|世話|せわ|cuidado
正|4|Certo, Justo|正しい|ただしい|certo|正確|せいかく|preciso|正義|せいぎ|justiça
生|5|Vida, Nascimento|生きる|いきる|viver|生まれる|うまれる|nascer|学生|がくせい|estudante
成|3|Realização, Tornar-se|成長|せいちょう|crescimento|成功|せいこう|sucesso|成績|せいせき|nota/resultados
西|5|Oeste|西洋|せいよう|Ocidente|西瓜|すいか|melancia|西部|せいぶ|oeste
声|3|Voz|声優|せいゆう|dublador(a)|声楽|せいがく|canto vocal|声掛け|こえがけ|chamada
制|3|Controle, Sistema|制度|せいど|sistema, regime|制限|せいげん|limitação|制御|せいぎょ|controle
姓|2|Sobrenome|姓|せい|sobrenome|名字|みょうじ|sobrenome|姓氏|せいし|sobrenome
征|1|Conquista, Domínio|征服|せいふく|conquista|征途|せいと|caminho da conquista|征兵|せいへい|recrutamento
性|3|Sexo, Natureza|性格|せいかく|personalidade|性別|せいべつ|gênero|性質|せいしつ|natureza
青|4|Azul|青い|あおい|azul (adjetivo)|青春|せいしゅん|juventude|青信号|あおしんごう|sinal verde
斉|1|Uniforme, Igual|斉射|せいしゃ|disparo uniforme|斉藤|さいとう|Saito (sobrenome)|斉唱|せいしょう|cancione uniforme
政|3|Política, governo|政治|せいじ|política|政権|せいけん|governo|政党|せいとう|partido político
星|2|Estrela|星座|せいざ|constelação|明星|みょうせい|estrela da manhã|星空|ほしぞら|céu estrelado
牲|1|Animal, Vítima|牲畜|せいちく|gado|供犠牲|きょうぎせい|sacrifício|祭牲|さいせい|animal sacrificado
省|2|Economia, Redução|省略|しょうりゃく|omissão|省エネ|しょうえね|economia de energia|省察|せいさつ|reflexão
凄|0|Incrível|凄い|すごい|incrível|凄絶|せいぜつ|extremo|凄まじい|すさまじい|formidável
逝|1|Falecer|逝く|いく|partir|逝去|せいきょ|falecimento|逝者|せいしゃ|falecido
清|2|Limpo|清水|しみず|água limpa|清書|せいしょ|cópia limpa|清掃|せいそう|limpeza
盛|1|Abundância, Próspero|盛り上がる|もりあがる|crescer, animar|盛況|せいきょう|sucesso, próspero|盛り付け|もりつけ|apresentação (de comida)
婿|1|Genro, marido|婿入り|むこいり|casamento por um genro|婿養子|むこようし|genro adotado|婿殿|むこどの|senhor genro
晴|3|Céu claro|晴れ|はれ|tempo ensolarado|晴天|せいてん|céu limpo|晴れる|はれる|ensolarar
勢|2|Força, poder|勢い|いきおい|vigor|勢力|せいりょく|poder|勢いよい|いきおいよい|enérgico
聖|1|Sagrado, Santo|聖書|せいしょ|Bíblia|聖人|せいじん|Santo|聖歌|せいか|Hino
誠|1|Sinceridade, Verdade|誠実|せいじつ|sinceridade|誠意|せいい|boa vontade|真誠|しんせい|autenticidade
精|3|Essência, Precisão|精霊|せいれい|espírito|精密|せいみつ|preciso|精華|せいか|essência
製|1|Produção, Fabricação|製品|せいひん|produto|製造|せいぞう|fabricação|製作|せいさく|produção
誓|1|Juramento|誓い|ちかい|juramento|誓う|ちかう|prometer|誓詞|せいし|texto de juramento
静|3|Silêncio, Calmo|静寂|せいじゃく|silêncio|静止|せいし|parado|静かな|しずかな|calmo
請|1|Por favor|請求|せいきゅう|cobrança|請願|せいがん|petição|請け負う|うけおう|contratar
整|2|Organizar, Arranjar|整理|せいり|organização|整形|せいけい|cirurgia plástica|整備|せいび|manutenção
醒|0|Despertar, acordar|醒める|さめる|despertar|醒ます|さます|acordar|目醒まし|めざまし|despertador
税|2|Imposto|税金|ぜいきん|imposto|消費税|しょうひぜい|imposto sobre consumo|所得税|しょとくぜい|imposto de renda
夕|4|noite, crepúsculo|夕食|ゆうしょく|jantar|夕方|ゆうがた|tarde|夕日|ゆうひ|sol poente
斥|1|Rejeitar, Repelir|斥候|せっこう|batedor|斥退|せきたい|rejeição|斥絶|せきぜつ|rejeição absoluta
石|3|Pedra|石鹸|せっけん|sabão|石油|せきゆ|petróleo|岩石|がんせき|rocha
赤|4|Vermelho|赤ちゃん|あかちゃん|bebê|赤信号|あかしんごう|semaforo vermelho|赤い|あかい|vermelho
昔|3|Antigo, Passado|昔話|むかしばなし|história antiga|昔日|せきじつ|dias passados|昔人|せきじん|pessoa antiga
析|1|Análise|解析|かいせき|análise (de dados)|分析|ぶんせき|análise (química)|考察|こうさつ|consideração, análise
席|3|Assento|席替え|せきがえ|troca de assentos|席札|せきふだ|cartão de assento|席巻|せきかん|invadir
脊|0|Coluna, Costela|脊髄|せきずい|medula espinhal|脊椎|せきつい|coluna vertebral|脊柱|せきちゅう|coluna
隻|1|Unidade (de barcos)|一隻|いっせき|um barco|隻眼|せきがん|olho único|二隻|にせき|dois barcos
惜|1|Lamentar|惜しい|おしい|lamento, precioso|惜しむ|おしむ|lamentar, ter pena|惜別|せきべつ|despedida lamentável
戚|0|Parente|戚戚|せきせき|ansioso, preocupado|戚族|せきぞく|parentesco, família|戚兄|せききょう|irmão
責|3|Responsabilidade, Culpabilidade|責任|せきにん|responsabilidade|責める|せめる|culpar|責務|せきむ|dever
跡|1|Rastro, Sinal|足跡|あしあと|pegada|古跡|こせき|ruínas antigas|跡地|あとち|local onde algo foi
積|3|Acumulação|積極的|せっきょくてき|positivo|積み重ね|つみかさね|acumulação|積算|せきさん|cálculo acumulado
績|2|Sucesso, Realização|業績|ぎょうせき|desempenho|成績|せいせき|nota, resultado|成果|せいか|resultado, fruto
籍|1|Registro|籍籍|せきせき|sessão de registros|国籍|こくせき|nacionalidade|学籍|がくせき|registro escolar
切|4|Corte, Cortar|切手|きって|selo|切符|きっぷ|bilhete|切れる|きれる|cortar
折|3|Dobra|折り紙|おりがみ|origami|折る|おる|dobrar|折れ線|おれせん|linha quebrada
拙|1|Inábil, desajeitado|拙者|せっしゃ|eu (humilde)|拙い|つたない|desajeitado, clumsy|拙著|せっちょ|meu livro (humilde)
窃|1|Furtar, Roubar|窃盗|せっとう|furto|窃密|せつみつ|informações confidenciais|窃薬|せつやく|uso ilícito de drogas
接|2|Conexão, Contato|接続|せつぞく|conexão|接触|せっしょく|contato|接待|せったい|recepção
設|2|Estabelecer, Construir|設計|せっけい|projeto|設立|せつりつ|fundação|設備|せつび|equipamento
雪|3|Neve|雪山|ゆきやま|montanha nevada|雪だるま|ゆきだるま|boneco de neve|雪景色|ゆきげしき|paisagem nevada
摂|1|Regras, controle|摂取|せっしゅ|ingestão|摂政|せっしょう|regente|摂理|せつり|providência
節|2|Estação, Seção|節約|せつやく|economia|節日|せつじつ|feriado|節目|ふしめ|marco
説|3|Teoria, Explicar|説教|せっきょう|sermão|説明|せつめい|explicação|説得|せっとく|persuasão
舌|1|Língua|舌打ち|したうち|estalo de língua|舌先|したさき|ponta da língua|舌道|ぜつどう|linguagem
絶|3|Absoluto, Extremo|絶対|ぜったい|absoluto|絶望|ぜつぼう|desespero|絶縁|ぜつえん|isolação
千|5|Mil|千円|せんえん|mil ienes|千歳|ちとせ|mil anos|千夜|せんや|mil noites
川|5|Rio|川口|かわぐち|boca do rio|川辺|かわべ|margem do rio|河川|かせん|rios e córregos
仙|1|Imortal|仙人|せんにん|imortal, sábio|仙術|せんじゅつ|arte mágica dos imortais|仙境|せんきょう|terra dos imortais
占|2|Adivinhação|占い|うらない|adivinhação|占星術|せんせいじゅつ|astrologia|占有|せんゆう|possessão
先|5|Antes, Frontal|先週|せんしゅう|semana passada|先輩|せんぱい|senior|先月|せんがつ|mês passado
宣|1|Declaração|宣言|せんげん|declaração|宣伝|せんでん|divulgação|宣告|せんこく|declaração
専|2|Especial|専門|せんもん|especialidade|専念|せんねん|dedicação|専属|せんぞく|exclusivo
泉|2|Fonte|泉水|いずみみず|água da fonte|温泉|おんせん|fonte termal|泉源|せんげん|fonte de origem
浅|2|Raso, Superficial|浅い|あさい|rasa|浅瀬|あさせ|raso do mar|浅ましい|あさましい|degradante
洗|3|Lavar|洗濯|せんたく|lavagem|洗剤|せんざい|detergente|洗面|せんめん|lavabo
染|1|Tingir|染色|せんしょく|tingimento|染料|せんりょう|corante|染める|そめる|tingir
扇|1|Leque|扇子|せんす|leque|扇風機|せんぷうき|ventilador|扇動|せんどう|incitação
栓|1|Tampão, Válvula|栓抜き|せんぬき|abridor de garrafa|栓|せん|tampão|栓孔|せんこう|orifício de válvula
旋|1|Giro, Rotação|旋律|せんりつ|melodia|旋回|せんかい|circulação|旋風|せんぷう|tornado
船|3|Navio|船長|せんちょう|capitão do navio|船舶|せんぱく|embarcação|観光船|かんこうせん|barco turístico
戦|3|Guerra, Batalha|戦争|せんそう|guerra|戦い|たたかい|batalha|戦う|たたかう|lutar
煎|0|Fritar, Torrar|煎茶|せんちゃ|chá verde|煎餅|せんべい|bolacha de arroz|煎る|いる|torrar
羨|0|Inveja, admiração|羨望|せんぼう|inveja|羨む|うらやむ|admirar, invejar|羨ましい|うらやましい|invejável
腺|0|Glândula|腺腫|せんしゅ|adenoma|内分泌腺|ないぶんぴつせん|glândula endócrina|皮脂腺|ひしせん|glândula sebácea
詮|0|Investigar, Examinar|詮索|せんさく|investigação|詮議|せんぎ|deliberação|詮慎|せんしん|cautela
践|1|Praticar|践行|せんこう|prática|践踏|せんとう|pisar|践み|ふみ|passos
箋|0|Caderno, Papel|文箋|ぶんせん|papel de carta|原箋|げんせん|papel de origem|連箋|れんせん|apontamentos
銭|1|Dinheiro, Cêntimo|銭湯|せんとう|banho público|銭|ぜに|dinheiro|小銭|こぜに|moedas trocadas
潜|1|Submerso, Oculto|潜水|せんすい|mergulho|潜入|せんにゅう|infiltração|潜在|せんざい|potencial oculto
線|2|Linha|線路|せんろ|linha de trem|線香|せんこう|incenso|直線|ちょくせん|linha reta
遷|1|Mudança|遷移|せんい|transição|遷都|せんと|mudança da capital|遷悪|せんあく|degradação
選|3|Escolher|選択|せんたく|opção|選手|せんしゅ|atleta|選挙|せんきょ|eleição
薦|1|Recomendação|推薦|すいせん|recomendação|薦める|すすめる|recomendar|薦め|すすめ|sugestão
繊|1|Fino, delicado|繊維|せんい|fibra|繊細|せんさい|delicado|繊維質|せんいしつ|fibra dietética
鮮|1|Fresco, Brilhante|鮮やか|あざやか|vibrante|鮮魚|せんぎょ|peixe fresco|鮮明|せんめい|nítido
全|3|Todo, Completo|全然|ぜんぜん|completamente|全体|ぜんたい|totalidade|全集|ぜんしゅう|coletânea
前|5|Frente, Antes|前進|ぜんしん|avanço|前日|ぜんじつ|dia anterior|前兆|ぜんちょう|presságio
善|2|Bondade|善悪|ぜんあく|bem e mal|善行|ぜんこう|boa ação|善意|ぜんい|boa intenção
然|3|Assim, natural|当然|とうぜん|naturalmente|必然|ひつぜん|inevitavelmente|自然|しぜん|natureza
禅|1|Zen, meditação|禅宗|ぜんしゅう|seita zen|禅僧|ぜんそう|monge zen|禅庭|ぜんてい|jardim zen
漸|1|Gradualmente|漸進|ぜんしん|avanço gradual|漸増|ぜんぞう|aumento gradual|漸く|やっと|finalmente
膳|0|Bandeja|膳|ぜん|bandeja|一膳|いちぜん|uma bandeja|膳部|ぜんぶ|mesa para refeições
繕|1|Consertar, Ajustar|繕い|つくろい|reparo|繕う|つくろう|consertar|繕い物|つくろいもの|trabalho de costura
狙|1|Mirar|狙撃|そげき|tiro de precisão|狙う|ねらう|apontar|狙撃手|そげきしゅ|atirador de elite
阻|1|Impedir, obstruir|阻止|そし|impedir|阻害|そがい|obstrução|阻力|そりょく|resistência
祖|3|Avô, ancestral|祖父|そふ|avô|祖母|そぼ|avó|祖先|そせん|ancestrais
租|1|Aluguel, arrendamento|賃租|ちんそ|aluguéis|賃貸|ちんたい|aluguel|賃金|ちんぎん|salário
素|1|Essência, Simplicidade|素晴らしい|すばらしい|maravilhoso|素敵|すてき|elegante|素直|すなお|honesto
措|1|Tomar, Medida|措置|そち|medida|措く|おく|colocar|措辞|そじ|redação
粗|1|Grosseiro|粗悪|そあく|substandard|粗品|あらしな|brinde|粗末|そまつ|simples
組|3|Grupo, Composição|組織|そしき|organização|組み立て|くみたて|montagem|組合|くみあい|sindicato
疎|1|Distante, Fraco|疎外|そがい|alienação|疎通|そつう|comunicação|疎ら|まばら|esparso
訴|1|Acusar, processar|訴訟|そしょう|processo judicial|訴える|うったえる|denunciar|訴状|そじょう|petição
塑|1|Plástico|塑像|そぞう|estátua de plástico|塑料|すりょう|plástico|塑形|そけい|moldagem
遡|0|Retroceder|遡る|さかのぼる|retroceder|遡及|そきゅう|retroativo|遡航|そこう|navegar para trás
礎|1|Pedra fundamental|礎石|そせき|pedra fundamental|礎を築く|いしをきずく|estabelecer uma base|礎となる|いしとなる|ser a base de
双|2|Gêmeo, Duplo|双子|ふたご|gêmeos|双眼鏡|そうがんきょう|binóculo|双方|そうほう|ambas as partes
壮|1|Sólido, forte|壮大|そうだい|grandioso|壮観|そうかん|vista espetacular|壮健|そうけん|saudável e forte
早|4|Rápido, Cedo|早い|はやい|rápido|早朝|そうちょう|madrugada|早く|はやく|depressa
争|3|Conflito|争い|あらそい|disputa|争う|あらそう|lutar, disputar|争議|そうぎ|controvérsia
走|4|Correr|走行|そうこう|corrida, percurso|走者|そうしゃ|corredor|速走|そくそう|corrida rápida
奏|1|Executar, tocar|演奏|えんそう|performar (musicalmente)|奏でる|かなでる|tocar (um instrumento)|楽奏|がくそう|música
相|3|Interação, Relacionamento|相手|あいて|parceiro|相関|そうかん|correlação|相撲|すもう|sumô
荘|1|Mansão, Residência|荘厳|そうごん|sublime|荘重|そうちょう|solemnidade|荘園|そうえん|propriedade rural
草|3|Grama|草野|くさの|Campo de grama|草花|くさばな|Plantas herbáceas|草食|そうしょく|Herbívoro
送|4|Enviar|送信|そうしん|envio|送別会|そうべつかい|festa de despedida|運送|うんそう|transporte
倉|1|Armazém, Depósito|倉庫|そうこ|armazém|米倉|こめくら|depósito de arroz|倉入れ|くらいれ|entrada de depósito
捜|2|Procurar, Buscar|捜索|そうさく|busca|捜査|そうさ|investigação|捜し物|さがしもの|objeto perdido
挿|1|Inserir, Colocar|挿入|そうにゅう|inserção|挿絵|さしえ|ilustração|挿して|さして|inserindo
桑|1|Amoreira|桑の木|くわのき|árvore de amoreira|桑畑|くわばたけ|plantação de amoreira|桑の実|くわのみ|fruto da amoreira
巣|1|Ninho|鳥の巣|とりのす|ninho de pássaro|巣穴|すあな|buraco de ninho|巣ごもり|すごもり|escamotear-se
掃|2|Limpar, Varrer|掃除|そうじ|limpeza|掃く|はく|varrer|掃く機|はくき|máquina de varrer
曹|1|Cao|曹操|そうそう|Cao Cao|曹軍|そうぐん|exército Cao|曹公|そうこう|Senhor Cao
曽|0|Antepassado|曽祖父|そうそふ|bisavô|曽祖母|そうそぼ|bisavó|曽る|そうる|antes
爽|1|Fresco, agradável|爽快|そうかい|revigorante|爽やか|さわやか|fresco, agradável|爽やかな気持ち|さわやかなきもち|sentimento agradável
窓|3|Janela|窓口|まどぐち|atendimento ao cliente|窓辺|まどべ|borda da janela|窓際|まどぎわ|perto da janela
創|1|Criação|創造|そうぞう|criação|創業|そうぎょう|fundação|創作|そうさく|criação (artística)
喪|1|Luto|喪失|そうしつ|perda|喪中|もちゅう|período de luto|喪服|もふく|roupa de luto
痩|0|Magro, emagrecer|痩せる|やせる|emagrecer|痩せ細る|やせほそる|ficar magro|痩身|そうしん|emagrecimento
葬|1|Enterro|葬式|そうしき|funeral|葬儀|そうぎ| cerimônia fúnebre|葬られる|ほうむられる|ser enterrado
装|2|Equipamento, Vestir|装置|そうち|dispositivo|装飾|そうしょく|decoração|衣装|いしょう|figurino
僧|1|Monge|僧侶|そうりょ|sacerdote|僧院|そういん|monastério|僧侶法|そうりょほう|lei dos monges
想|3|Pensar, Desejar|想像|そうぞう|imaginação|想い|おもい|sentimento|想念|そうねん|pensamento
層|2|Camada, Estrato|層階|そうかい|andares|多層|たそう|multicamadas|層状|そうじょう|estratificado
総|2|Total, Geral|総合|そうごう|integrado|総裁|そうさい|presidente|総数|そうすう|número total
遭|1|Encontro, Acontecimento|遭遇|そうぐう|encontro (inesperado)|遭難|そうなん|acidente (de montanha)|遭遇戦|そうぐうせん|encontro de combate
槽|1|Tanque|槽子|そうし|tanque|水槽|すいそう|aquário|槽内|そうない|dentro do tanque
踪|0|Rastro, Sombra|足跡|あしあと|pegada|踪跡|そうせき|vestígios|追跡|ついせき|perseguição
操|2|Manipulação, Controle|操る|あやつる|manipular|操作|そうさ|operação|操縦|そうじゅう|pilotagem
燥|2|Seco, desidratado|燥音|そうおん|som seco|燥性|そうせい|característica seca|乾燥|かんそう|secagem
霜|1|Geada|霜降り|しもふり|geada (cobertura de geada)|霜月|しもつき|novembro (mês da geada)|霜焼け|しもやけ|queimadura de geada
騒|1|Alvoroço, Barulho|騒音|そうおん|ruído|騒ぐ|さわぐ|falar alto/causar alvoroço|騒々しい|そうぞうしい|barulhento
藻|1|Alga|藻類|そうるい|algas|藻場|もば|campo de algas|海藻|かいそう|alga marinha
造|2|Criar, Construir|造船|ぞうせん|construção naval|造形|ぞうけい|modelagem|造物|ぞうぶつ|criação
像|2|Imagem, Estátua|像数|ぞうすう|número de imagens|像形|ぞうけい|imagem, forma|雕像|ちょうぞう|escultura
増|3|Aumento|増加|ぞうか|aumento|増えます|ふえます|aumenta|増やす|ふやす|aumentar
憎|2|Ódio|憎しみ|にくしみ|ódio|憎む|にくむ|odiar|憎悪|ぞうあ|aversão
蔵|2|Armazém, Tesouro|蔵書|ぞうしょ|coleção de livros|蔵元|くらもと|produtor de sake|保蔵|ほぞう|armazenamento seguro
贈|2|Doar, presente|贈り物|おくりもの|presente|贈呈|ぞうてい|entrega|贈収税|ぞうしゅうぜい|imposto sobre donativos
臓|2|Órgão|臓器|ぞうき|órgão (no corpo)|心臓|しんぞう|coração|肝臓|かんぞう|fígado
即|1|Imediato, Rápido|即席|そくせき|instantâneo|即時|そくじ|imediato|即納|そくのう|entrega imediata
束|3|Feixe, Pacote|束ねる|たばねる|amarra, agrupa|束縛|そくばく|restrição, prisão|束|たば|feixe, molho
足|4|Pé, perna|足りる|たりる|suficiente|足音|あしおと|passos|足りない|たりない|insuficiente
促|1|Promoção, Pressão|促進|そくしん|promoção|促す|うながす|encorajar|促報|そくほう|relatório de promoção
則|2|Regra, Normas|規則|きそく|regulamento|法則|ほうそく|lei|則例|そくれい|exemplo de regra
息|3|Respiração, Sopro|息子|むすこ|filho|息切れ|いきぎれ|falta de ar|呼吸|こきゅう|respiração
捉|0|Capturar|捉える|とらえる|capturar|捉え方|とらえかた|método de captura|捉えられる|とらえられる|ser capturado
速|3|Rápido|速達|そくたつ|entrega rápida|速い|はやい|rápido|速度|そくど|velocidade
側|3|Lado, lado|側面|そくめん|lado, superfície lateral|側近|そっきん|assessor próximo|側道|そくどう|via lateral
測|2|Medir|測定|そくてい|medição|測量|そくりょう|levantamento|測寸|そくすん|medição de tamanho
俗|1|Comum, Vulgar|俗語|ぞくご|gíria|俗文化|ぞくぶんか|cultura popular|俗人|ぞくじん|pessoa comum
族|4|Família, Tribo|家族|かぞく|família|民族|みんぞく|nação, etnia|親族|しんぞく|parentes
属|1|Pertencer|属する|ぞくする|pertencer|民族属|みんぞくぞく|grupo étnico|所属|しょぞく|afiliação
賊|1|Ladrão, bandido|海賊|かいぞく|pirata|賊徒|ぞくと|bandoleiro|盗賊|とうぞく|ladrão
続|3|Continuar, Prosseguir|続ける|つづける|continuar|続く|つづく|prosseguir|続編|ぞくへん|sequência
卒|2|Formatura, Graduação|卒業|そつぎょう|formatura|卒業生|そつぎょうせい|formando|卒論|そつろん|trabalho de conclusão
率|1|Taxa, proporção|率直|そっちょく|franqueza|割合|わりあい|proporção|率先|そっせん|iniciativa
存|3|Existência, Preservar|存在|そんざい|existência|保存|ほぞん|preservação|存じる|ぞんじる|saber
村|3|Aldeia|村人|むらびと|habitante da aldeia|村役場|むらやくば|prefeitura da aldeia|村祭り|むらまつり|festival da aldeia
孫|2|Neto, Descendente|孫子|そんし|filho do neto|孫娘|まごむすめ|neta|孫息子|まごむすこ|neto
尊|2|Respeito, Honra|尊敬|そんけい|respeito|尊重|そんちょう|valorização|尊大|そんだい|arrogância
損|2|Perda, Dano|損害|そんがい|dano|損失|そんしつ|perda|損得|そんとく|ganho e perda
遜|0|Modéstia, humilhar-se|遜色|そんしょく|inferioridade|遜る|へりくだる|ser humilde|遜及|そんきゅう|subestimar
他|3|Outro|他人|たにん|outra pessoa|他の|ほかの|outro|他社|たしゃ|outra empresa
